CustomerID,Gender,Age,City,AnnualIncome_juta,SpendingScore,Recency_hari,Frequency_bulan,MonetaryValue_ribu,PreferredCategory
CUST03560,Male,23,Medan,23.0,54,10,8,137,Home & Living
CUST03561,Male,41,Jakarta,73.6,58,13,29,519,Fashion
CUST03562,Female,32,Bandung,92.8,88,4,41,792,Home & Living
CUST03563,Female,50,Jakarta,48.3,40,61,8,199,Fashion
CUST03564,Male,46,Yogyakarta,48.3,34,62,13,69,Sports
CUST03565,Male,60,Jakarta,17.3,4,92,4,239,Home & Living
CUST03566,Male,64,Semarang,20.1,15,97,2,10,Food & Beverage
CUST03567,Female,60,Semarang,25.5,10,98,3,116,Food & Beverage
CUST03568,Male,48,Medan,51.7,39,54,10,353,Food & Beverage
CUST03569,Female,47,Jakarta,42.8,37,56,13,94,Beauty
CUST03570,Male,27,Medan,28.2,53,4,5,266,Food & Beverage
CUST03571,Female,28,Medan,93.2,80,8,49,946,Food & Beverage
CUST03572,Male,24,Medan,27.9,51,1,6,217,Food & Beverage
CUST03573,Male,43,Bandung,48.2,32,65,10,231,Home & Living
CUST03574,Female,44,Surabaya,70.6,62,11,25,590,Food & Beverage
CUST03575,Female,56,Jakarta,25.1,18,97,2,110,Electronics
CUST03576,Female,57,Bandung,25.7,17,97,2,13,Fashion
CUST03577,Female,23,Surabaya,31.4,53,7,2,78,Fashion
CUST03578,Female,24,Medan,91.6,90,5,44,1013,Electronics
CUST03579,Male,62,Surabaya,13.0,24,100,1,10,Home & Living
CUST03580,Female,26,Semarang,93.3,91,1,47,1001,Beauty
CUST03581,Female,56,Palembang,12.5,15,94,2,64,Fashion
CUST03582,Male,27,Medan,93.9,87,2,46,883,Fashion
CUST03583,Male,51,Bandung,52.1,38,64,10,280,Fashion
CUST03584,Male,28,Jakarta,92.1,81,1,40,1075,Food & Beverage
CUST03585,Female,45,Palembang,70.0,54,15,30,449,Fashion
CUST03586,Female,57,Surabaya,22.5,16,89,1,10,Beauty
CUST03587,Male,25,Bandung,100.0,82,2,40,873,Food & Beverage
CUST03588,Female,18,Bandung,32.3,51,10,2,239,Electronics
CUST03589,Male,62,Jakarta,20.2,14,95,1,56,Home & Living
CUST03590,Male,41,Semarang,69.8,63,11,33,538,Beauty
CUST03591,Female,63,Jakarta,27.8,13,98,4,36,Food & Beverage
CUST03592,Male,47,Surabaya,51.2,36,53,9,165,Home & Living
CUST03593,Female,62,Jakarta,21.7,12,91,1,96,Electronics
CUST03594,Female,49,Bandung,52.6,38,61,13,285,Beauty
CUST03595,Female,48,Makassar,53.2,36,62,13,176,Electronics
CUST03596,Male,29,Yogyakarta,97.0,86,5,47,825,Beauty
CUST03597,Male,41,Bandung,64.9,56,17,31,568,Fashion
CUST03598,Male,29,Jakarta,39.9,53,7,5,161,Electronics
CUST03599,Male,31,Surabaya,32.8,45,6,8,149,Electronics
CUST03600,Male,46,Medan,70.4,63,17,30,513,Sports
CUST03601,Male,22,Surabaya,31.2,50,3,3,95,Fashion
CUST03602,Male,44,Jakarta,62.6,57,16,27,483,Home & Living
CUST03603,Female,57,Surabaya,12.3,18,89,1,20,Food & Beverage
CUST03604,Female,24,Jakarta,34.9,47,9,1,189,Food & Beverage
CUST03605,Female,24,Surabaya,25.5,48,7,4,205,Food & Beverage
CUST03606,Male,47,Jakarta,53.3,37,54,11,297,Food & Beverage
CUST03607,Male,25,Jakarta,32.9,44,5,1,223,Sports
CUST03608,Female,22,Makassar,33.9,45,1,4,193,Food & Beverage
CUST03609,Female,61,Jakarta,19.8,18,97,2,37,Food & Beverage
CUST03610,Male,61,Makassar,23.1,3,96,4,19,Fashion
CUST03611,Male,47,Palembang,47.2,42,57,10,190,Electronics
CUST03612,Male,53,Surabaya,55.7,35,64,8,342,Fashion
CUST03613,Male,60,Bandung,19.5,5,94,1,92,Food & Beverage
CUST03614,Male,24,Surabaya,32.1,52,5,4,241,Fashion
CUST03615,Male,63,Jakarta,24.6,7,96,3,111,Food & Beverage
CUST03616,Female,63,Medan,23.8,10,102,3,142,Beauty
CUST03617,Male,21,Makassar,24.7,48,3,4,180,Fashion
CUST03618,Female,30,Medan,38.2,52,6,5,243,Food & Beverage
CUST03619,Female,28,Jakarta,28.5,45,10,5,256,Sports
CUST03620,Female,27,Medan,30.1,46,10,1,312,Food & Beverage
CUST03621,Female,59,Medan,19.5,8,93,2,10,Fashion
CUST03622,Male,23,Medan,26.6,50,6,5,328,Food & Beverage
CUST03623,Male,56,Jakarta,24.4,14,101,1,10,Beauty
CUST03624,Female,50,Medan,42.7,31,61,13,280,Electronics
CUST03625,Female,18,Medan,35.4,49,7,6,46,Beauty
CUST03626,Female,58,Makassar,18.1,16,98,3,45,Electronics
CUST03627,Male,60,Jakarta,25.0,10,99,3,53,Sports
CUST03628,Male,46,Jakarta,56.3,30,53,12,322,Electronics
CUST03629,Male,23,Makassar,27.6,47,14,6,262,Fashion
CUST03630,Male,24,Jakarta,39.2,55,12,4,197,Sports
CUST03631,Female,43,Surabaya,72.7,48,16,31,487,Electronics
CUST03632,Male,39,Makassar,73.6,69,20,32,431,Food & Beverage
CUST03633,Male,28,Surabaya,39.3,45,1,5,117,Home & Living
CUST03634,Male,51,Bandung,49.6,34,61,11,197,Electronics
CUST03635,Female,21,Medan,26.8,50,2,2,119,Food & Beverage
CUST03636,Female,26,Medan,30.9,56,5,4,213,Home & Living
CUST03637,Female,52,Medan,26.2,10,89,4,144,Sports
CUST03638,Female,22,Jakarta,32.6,52,4,6,115,Electronics
CUST03639,Female,18,Semarang,31.6,55,6,1,148,Beauty
CUST03640,Female,47,Semarang,46.2,36,62,10,126,Food & Beverage
CUST03641,Male,48,Jakarta,70.4,64,18,27,496,Home & Living
CUST03642,Male,27,Semarang,28.7,45,8,4,41,Home & Living
CUST03643,Female,48,Bandung,70.8,71,11,28,417,Home & Living
CUST03644,Male,46,Jakarta,73.9,56,10,30,421,Sports
CUST03645,Female,47,Medan,74.0,63,19,24,571,Electronics
CUST03646,Male,35,Bandung,101.8,93,9,47,970,Fashion
CUST03647,Male,47,Jakarta,51.3,34,61,13,135,Beauty
CUST03648,Female,51,Jakarta,50.7,37,52,12,358,Fashion
CUST03649,Male,26,Semarang,93.6,90,1,44,978,Fashion
CUST03650,Female,50,Yogyakarta,46.2,31,59,14,230,Food & Beverage
CUST03651,Female,48,Jakarta,69.2,66,17,30,573,Fashion
CUST03652,Male,63,Surabaya,10.0,10,93,1,10,Food & Beverage
CUST03653,Male,23,Surabaya,26.8,49,12,4,117,Beauty
CUST03654,Female,58,Medan,17.0,18,102,4,148,Fashion
CUST03655,Female,44,Jakarta,44.5,33,50,9,232,Electronics
CUST03656,Female,29,Bandung,90.4,92,2,42,776,Electronics
CUST03657,Female,29,Makassar,98.4,91,2,49,1015,Home & Living
CUST03658,Male,60,Medan,13.3,16,92,1,156,Electronics
CUST03659,Male,64,Jakarta,22.1,9,95,1,111,Electronics
CUST03660,Male,43,Semarang,50.5,35,66,11,157,Sports
CUST03661,Female,48,Bandung,46.7,36,60,10,202,Home & Living
CUST03662,Female,62,Jakarta,22.9,15,97,1,125,Electronics
CUST03663,Female,44,Surabaya,73.2,56,14,31,486,Food & Beverage
CUST03664,Male,39,Jakarta,67.3,66,16,28,481,Food & Beverage
CUST03665,Male,46,Makassar,66.9,58,13,32,437,Home & Living
CUST03666,Female,51,Jakarta,70.1,66,21,26,542,Fashion
CUST03667,Female,60,Bandung,25.1,8,94,4,45,Electronics
CUST03668,Male,26,Medan,28.6,55,16,7,247,Fashion
CUST03669,Female,63,Jakarta,22.0,11,90,2,127,Home & Living
CUST03670,Male,25,Jakarta,94.3,89,9,49,821,Sports
CUST03671,Male,60,Semarang,18.3,4,97,1,42,Beauty
CUST03672,Female,62,Surabaya,20.8,3,94,1,18,Electronics
CUST03673,Male,43,Semarang,79.4,66,13,36,426,Electronics
CUST03674,Male,32,Semarang,98.8,87,4,43,815,Food & Beverage
CUST03675,Female,60,Medan,23.2,17,87,1,42,Electronics
CUST03676,Male,27,Medan,86.5,89,5,44,821,Food & Beverage
CUST03677,Female,61,Bandung,23.8,10,95,3,26,Fashion
CUST03678,Female,18,Surabaya,33.8,56,15,7,182,Home & Living
CUST03679,Female,57,Jakarta,19.1,15,93,3,107,Electronics
CUST03680,Male,25,Palembang,96.1,83,1,45,853,Electronics
CUST03681,Female,56,Medan,27.7,8,93,1,53,Beauty
CUST03682,Male,45,Jakarta,68.4,61,15,27,561,Fashion
CUST03683,Male,32,Makassar,95.9,91,7,44,852,Sports
CUST03684,Female,62,Makassar,16.1,11,86,3,75,Electronics
CUST03685,Male,23,Semarang,26.4,53,9,5,210,Home & Living
CUST03686,Male,48,Jakarta,73.6,62,8,34,414,Electronics
CUST03687,Female,44,Jakarta,46.6,37,61,15,95,Home & Living
CUST03688,Male,41,Semarang,55.8,39,59,12,218,Fashion
CUST03689,Female,64,Jakarta,21.7,15,101,2,10,Fashion
CUST03690,Female,40,Makassar,74.5,56,14,33,259,Food & Beverage
CUST03691,Male,58,Medan,21.8,9,98,1,53,Electronics
CUST03692,Male,28,Surabaya,100.2,97,7,41,1077,Electronics
CUST03693,Female,59,Bandung,23.5,9,97,3,247,Beauty
CUST03694,Female,21,Bandung,48.1,45,3,2,307,Fashion
CUST03695,Female,40,Surabaya,76.5,64,7,32,426,Sports
CUST03696,Male,27,Jakarta,100.4,94,1,45,941,Electronics
CUST03697,Female,20,Palembang,19.9,44,3,2,262,Home & Living
CUST03698,Female,43,Semarang,59.5,59,17,32,537,Electronics
CUST03699,Female,45,Jakarta,70.2,60,13,28,588,Home & Living
CUST03700,Female,26,Jakarta,91.7,90,8,41,954,Electronics
CUST03701,Female,45,Surabaya,64.5,60,16,29,503,Beauty
CUST03702,Female,24,Bandung,40.0,54,10,4,104,Food & Beverage
CUST03703,Male,69,Yogyakarta,26.0,11,94,2,90,Beauty
CUST03704,Male,25,Jakarta,95.5,86,2,48,951,Food & Beverage
CUST03705,Female,63,Bandung,22.3,6,103,2,171,Beauty
CUST03706,Female,58,Jakarta,15.2,21,93,1,10,Beauty
CUST03707,Female,64,Jakarta,26.9,11,98,6,73,Fashion
CUST03708,Female,24,Medan,34.7,41,1,5,158,Home & Living
CUST03709,Male,51,Jakarta,43.3,33,57,9,163,Electronics
CUST03710,Male,32,Semarang,82.9,87,3,43,887,Food & Beverage
CUST03711,Female,29,Bandung,97.0,94,3,52,1088,Electronics
CUST03712,Male,43,Jakarta,60.3,58,15,34,577,Electronics
CUST03713,Male,61,Semarang,18.9,11,90,4,26,Sports
CUST03714,Male,47,Medan,45.6,40,61,9,99,Sports
CUST03715,Male,50,Medan,41.1,31,52,8,329,Electronics
CUST03716,Male,45,Jakarta,59.3,35,65,9,264,Beauty
CUST03717,Male,60,Semarang,27.4,10,96,3,247,Beauty
CUST03718,Female,53,Bandung,45.2,30,52,11,384,Sports
CUST03719,Female,60,Bandung,15.5,8,100,3,17,Fashion
CUST03720,Female,46,Jakarta,64.8,58,21,33,423,Sports
CUST03721,Female,27,Jakarta,34.2,46,7,2,131,Home & Living
CUST03722,Male,60,Jakarta,23.5,13,99,1,21,Home & Living
CUST03723,Male,65,Jakarta,21.7,11,94,2,30,Electronics
CUST03724,Male,31,Bandung,90.5,88,3,49,870,Food & Beverage
CUST03725,Female,48,Surabaya,45.8,36,54,11,525,Home & Living
CUST03726,Female,59,Semarang,12.0,9,98,2,33,Beauty
CUST03727,Female,54,Surabaya,46.3,36,58,7,119,Electronics
CUST03728,Male,42,Jakarta,75.4,63,13,28,431,Fashion
CUST03729,Female,60,Semarang,20.8,8,95,1,79,Electronics
CUST03730,Female,63,Jakarta,25.0,16,88,3,10,Electronics
CUST03731,Male,48,Surabaya,45.5,38,61,13,266,Electronics
CUST03732,Female,48,Bandung,46.9,39,47,10,274,Beauty
CUST03733,Male,65,Bandung,28.0,11,95,5,10,Fashion
CUST03734,Male,20,Surabaya,34.5,49,1,6,256,Food & Beverage
CUST03735,Female,22,Bandung,31.3,46,6,3,255,Electronics
CUST03736,Female,59,Jakarta,15.5,14,94,3,50,Home & Living
CUST03737,Male,27,Jakarta,86.6,89,11,44,908,Fashion
CUST03738,Female,23,Medan,35.6,55,2,1,262,Home & Living
CUST03739,Female,22,Jakarta,31.1,51,10,3,204,Electronics
CUST03740,Female,52,Jakarta,67.0,57,13,30,535,Fashion
CUST03741,Male,29,Medan,93.1,90,4,46,973,Food & Beverage
CUST03742,Male,45,Jakarta,70.5,65,9,29,415,Food & Beverage
CUST03743,Male,59,Makassar,21.6,15,97,8,10,Electronics
CUST03744,Female,46,Surabaya,48.8,35,56,14,284,Fashion
CUST03745,Male,58,Semarang,24.8,12,97,5,156,Electronics
CUST03746,Female,55,Yogyakarta,19.9,12,98,2,41,Electronics
CUST03747,Male,25,Bandung,92.7,88,9,41,846,Fashion
CUST03748,Male,46,Medan,41.6,32,56,11,261,Sports
CUST03749,Female,27,Makassar,23.1,46,4,4,397,Beauty
CUST03750,Male,29,Jakarta,97.7,82,4,43,891,Food & Beverage
CUST03751,Female,45,Yogyakarta,54.6,35,60,11,248,Food & Beverage
CUST03752,Male,64,Makassar,18.6,7,87,3,118,Fashion
CUST03753,Female,65,Jakarta,20.9,14,95,2,10,Home & Living
CUST03754,Male,63,Bandung,24.1,15,93,2,63,Electronics
CUST03755,Male,47,Jakarta,46.4,30,61,11,133,Electronics
CUST03756,Male,26,Yogyakarta,25.4,45,8,3,155,Sports
CUST03757,Male,26,Jakarta,26.8,47,13,2,269,Fashion
CUST03758,Male,35,Surabaya,91.4,87,6,45,946,Food & Beverage
CUST03759,Male,48,Yogyakarta,61.0,56,9,30,463,Electronics
CUST03760,Female,26,Bandung,99.7,84,8,45,813,Food & Beverage
CUST03761,Male,58,Yogyakarta,14.3,18,97,2,48,Beauty
CUST03762,Female,28,Bandung,34.2,49,8,4,359,Beauty
CUST03763,Female,60,Palembang,11.2,12,93,1,10,Food & Beverage
CUST03764,Female,61,Palembang,15.7,12,91,1,30,Beauty
CUST03765,Female,50,Jakarta,43.7,29,53,15,357,Fashion
CUST03766,Female,27,Surabaya,28.7,55,4,1,69,Electronics
CUST03767,Female,41,Yogyakarta,71.8,62,8,29,485,Fashion
CUST03768,Female,58,Makassar,17.7,10,93,5,35,Beauty
CUST03769,Female,26,Jakarta,90.7,86,3,42,984,Home & Living
CUST03770,Male,47,Yogyakarta,64.1,72,14,27,342,Fashion
CUST03771,Female,23,Jakarta,38.9,52,8,8,67,Fashion
CUST03772,Female,27,Yogyakarta,32.9,47,7,4,346,Sports
CUST03773,Male,40,Jakarta,68.4,58,19,28,487,Fashion
CUST03774,Male,58,Yogyakarta,25.1,10,92,1,49,Fashion
CUST03775,Male,61,Jakarta,15.5,12,96,1,111,Fashion
CUST03776,Male,49,Jakarta,73.1,56,14,27,550,Home & Living
CUST03777,Female,18,Bandung,29.5,49,13,1,264,Beauty
CUST03778,Male,41,Jakarta,54.3,30,60,10,218,Electronics
CUST03779,Female,27,Surabaya,94.8,91,6,52,848,Fashion
CUST03780,Male,42,Jakarta,68.5,58,13,30,377,Beauty
CUST03781,Female,57,Bandung,16.6,6,92,2,60,Fashion
CUST03782,Male,48,Medan,63.7,58,12,33,420,Fashion
CUST03783,Female,47,Jakarta,48.7,34,59,7,181,Food & Beverage
CUST03784,Female,24,Surabaya,36.2,49,1,4,134,Food & Beverage
CUST03785,Female,62,Semarang,23.6,10,98,1,53,Fashion
CUST03786,Male,30,Jakarta,87.3,88,4,46,888,Food & Beverage
CUST03787,Male,43,Bandung,60.0,37,56,16,272,Home & Living
CUST03788,Male,58,Surabaya,19.7,6,92,1,10,Electronics
CUST03789,Female,42,Surabaya,69.8,52,20,30,615,Sports
CUST03790,Female,29,Makassar,98.3,89,9,43,877,Sports
CUST03791,Male,51,Palembang,48.4,38,54,11,148,Electronics
CUST03792,Male,30,Jakarta,100.6,88,5,40,842,Fashion
CUST03793,Female,61,Jakarta,27.2,8,97,2,107,Fashion
CUST03794,Male,52,Jakarta,18.4,11,95,1,10,Electronics
CUST03795,Male,47,Makassar,38.4,37,52,9,39,Food & Beverage
CUST03796,Female,60,Makassar,26.4,17,95,5,32,Electronics
CUST03797,Female,30,Surabaya,100.8,86,9,46,923,Electronics
CUST03798,Female,48,Surabaya,70.4,60,18,31,536,Electronics
CUST03799,Female,27,Medan,29.8,51,4,2,200,Home & Living
CUST03800,Female,23,Surabaya,96.3,86,1,46,905,Electronics
CUST03801,Male,64,Yogyakarta,18.3,12,89,1,87,Food & Beverage
CUST03802,Male,23,Makassar,33.0,57,13,4,278,Fashion
CUST03803,Male,45,Surabaya,42.9,37,61,11,392,Electronics
CUST03804,Female,55,Palembang,22.6,13,102,2,122,Sports
CUST03805,Male,62,Semarang,25.7,13,94,1,149,Food & Beverage
CUST03806,Male,57,Semarang,12.3,19,95,3,97,Electronics
CUST03807,Male,41,Palembang,68.8,60,11,28,578,Food & Beverage
CUST03808,Male,35,Bandung,88.7,89,12,43,955,Fashion
CUST03809,Female,18,Jakarta,40.4,54,7,6,137,Electronics
CUST03810,Male,23,Palembang,33.3,51,4,6,208,Sports
CUST03811,Male,63,Yogyakarta,20.9,12,98,2,115,Beauty
CUST03812,Female,42,Palembang,61.6,59,13,29,536,Fashion
CUST03813,Female,43,Bandung,58.6,32,59,10,176,Beauty
CUST03814,Male,43,Jakarta,47.3,38,52,12,295,Electronics
CUST03815,Female,46,Jakarta,67.5,59,20,34,685,Electronics
CUST03816,Male,18,Bandung,24.5,48,13,8,161,Food & Beverage
CUST03817,Female,42,Medan,74.3,60,18,26,457,Fashion
CUST03818,Female,57,Bandung,15.8,9,103,1,10,Electronics
CUST03819,Female,29,Surabaya,95.0,86,3,44,871,Food & Beverage
CUST03820,Male,44,Palembang,67.5,54,16,26,443,Beauty
CUST03821,Male,24,Medan,91.2,82,1,47,759,Food & Beverage
CUST03822,Male,28,Surabaya,31.6,49,1,1,278,Electronics
CUST03823,Female,49,Medan,45.0,29,58,10,262,Fashion
CUST03824,Female,30,Semarang,94.1,88,6,45,990,Fashion
CUST03825,Male,25,Surabaya,95.8,84,7,42,906,Electronics
CUST03826,Female,23,Bandung,19.9,50,6,3,103,Food & Beverage
CUST03827,Male,46,Medan,55.6,33,61,7,91,Electronics
CUST03828,Male,20,Medan,30.0,46,6,5,232,Electronics
CUST03829,Female,51,Jakarta,53.3,39,56,11,252,Home & Living
CUST03830,Male,25,Bandung,33.9,49,4,5,190,Fashion
CUST03831,Male,44,Surabaya,60.7,65,12,27,453,Home & Living
CUST03832,Female,63,Yogyakarta,24.6,11,99,1,113,Fashion
CUST03833,Female,18,Bandung,30.0,53,1,1,32,Fashion
CUST03834,Male,51,Semarang,39.3,40,62,6,291,Fashion
CUST03835,Male,20,Jakarta,32.9,50,8,5,255,Fashion
CUST03836,Male,43,Surabaya,61.4,55,14,29,316,Food & Beverage
CUST03837,Male,58,Jakarta,27.3,11,95,2,202,Electronics
CUST03838,Female,45,Surabaya,71.7,63,14,27,454,Food & Beverage
CUST03839,Female,49,Semarang,70.9,65,12,30,496,Home & Living
CUST03840,Female,51,Yogyakarta,54.2,40,57,12,168,Sports
CUST03841,Female,23,Yogyakarta,89.5,82,9,43,862,Food & Beverage
CUST03842,Female,45,Jakarta,45.6,33,49,13,258,Home & Living
CUST03843,Male,69,Surabaya,20.7,4,100,1,47,Food & Beverage
CUST03844,Female,59,Medan,22.5,17,93,1,89,Sports
CUST03845,Male,45,Jakarta,73.2,50,13,27,449,Beauty
CUST03846,Male,45,Jakarta,44.0,37,53,10,200,Food & Beverage
CUST03847,Female,26,Palembang,31.3,55,7,5,113,Fashion
CUST03848,Female,45,Surabaya,66.8,63,16,28,438,Fashion
CUST03849,Female,33,Surabaya,95.4,92,9,43,1040,Home & Living
CUST03850,Female,23,Surabaya,34.1,38,2,6,104,Sports
CUST03851,Female,50,Surabaya,51.3,37,61,8,300,Sports
CUST03852,Female,42,Palembang,43.5,33,58,10,176,Fashion
CUST03853,Female,47,Jakarta,53.5,46,58,16,323,Food & Beverage
CUST03854,Male,49,Bandung,49.2,30,53,8,172,Home & Living
CUST03855,Male,57,Medan,23.5,15,100,2,217,Fashion
CUST03856,Male,33,Jakarta,100.6,82,1,40,1007,Electronics
CUST03857,Female,29,Semarang,90.2,95,1,47,992,Fashion
CUST03858,Male,31,Medan,99.6,88,1,41,759,Food & Beverage
CUST03859,Female,31,Palembang,96.8,92,3,47,1100,Electronics
CUST03860,Male,28,Bandung,98.2,80,5,46,938,Fashion
CUST03861,Female,42,Surabaya,60.3,64,4,27,460,Fashion
CUST03862,Female,27,Surabaya,104.5,90,11,44,778,Fashion
CUST03863,Male,50,Surabaya,48.0,39,57,13,344,Home & Living
CUST03864,Male,45,Jakarta,68.0,63,18,28,447,Food & Beverage
CUST03865,Female,27,Jakarta,98.0,89,1,46,862,Fashion
CUST03866,Male,54,Jakarta,22.4,14,95,4,158,Fashion
CUST03867,Male,27,Yogyakarta,93.7,90,8,43,951,Home & Living
CUST03868,Female,30,Jakarta,96.5,90,7,43,806,Home & Living
CUST03869,Male,59,Surabaya,23.7,5,94,1,63,Fashion
CUST03870,Female,27,Jakarta,28.2,50,2,5,354,Fashion
CUST03871,Male,27,Medan,91.0,89,1,47,994,Beauty
CUST03872,Female,48,Surabaya,64.6,58,15,30,448,Beauty
CUST03873,Female,47,Jakarta,51.3,39,63,11,400,Beauty
CUST03874,Female,27,Yogyakarta,27.5,57,9,4,183,Fashion
CUST03875,Female,26,Medan,32.4,53,8,2,212,Fashion
CUST03876,Female,60,Jakarta,29.0,11,101,1,93,Beauty
CUST03877,Male,44,Medan,69.2,60,17,34,482,Sports
CUST03878,Female,23,Jakarta,35.5,44,7,3,115,Electronics
CUST03879,Male,41,Palembang,66.0,60,14,28,434,Food & Beverage
CUST03880,Male,61,Bandung,16.3,8,100,1,50,Fashion
CUST03881,Female,46,Jakarta,68.4,59,16,30,446,Food & Beverage
CUST03882,Female,27,Jakarta,39.0,55,4,4,143,Food & Beverage
CUST03883,Male,67,Jakarta,15.5,15,92,8,10,Food & Beverage
CUST03884,Female,26,Jakarta,99.2,84,2,45,938,Home & Living
CUST03885,Female,26,Jakarta,103.3,84,5,43,997,Sports
CUST03886,Male,44,Bandung,50.3,33,65,12,300,Electronics
CUST03887,Male,24,Makassar,22.1,50,9,6,96,Home & Living
CUST03888,Female,21,Surabaya,35.7,54,3,2,90,Food & Beverage
CUST03889,Female,50,Surabaya,69.5,65,11,31,490,Fashion
CUST03890,Female,47,Jakarta,61.3,59,20,30,478,Home & Living
CUST03891,Male,20,Jakarta,92.6,89,3,49,931,Beauty
CUST03892,Female,47,Palembang,70.6,61,15,27,439,Food & Beverage
CUST03893,Female,29,Bandung,30.2,48,4,2,142,Beauty
CUST03894,Female,24,Semarang,30.7,47,4,1,263,Fashion
CUST03895,Male,19,Makassar,31.5,47,9,1,367,Fashion
CUST03896,Female,58,Jakarta,20.3,23,94,1,110,Electronics
CUST03897,Female,43,Surabaya,67.2,62,21,30,456,Food & Beverage
CUST03898,Male,28,Bandung,27.7,52,7,2,190,Home & Living
CUST03899,Female,39,Surabaya,72.1,57,17,29,536,Food & Beverage
CUST03900,Female,59,Jakarta,20.0,7,98,4,123,Beauty
CUST03901,Female,41,Yogyakarta,70.4,60,15,29,462,Beauty
CUST03902,Female,46,Jakarta,47.0,40,56,9,213,Fashion
CUST03903,Male,46,Jakarta,43.5,32,57,10,350,Food & Beverage
CUST03904,Male,28,Surabaya,95.9,90,1,45,1033,Food & Beverage
CUST03905,Male,47,Makassar,55.2,41,58,12,145,Beauty
CUST03906,Male,44,Jakarta,53.9,32,50,11,197,Electronics
CUST03907,Male,26,Bandung,90.1,88,2,51,981,Beauty
CUST03908,Female,49,Jakarta,49.7,36,60,10,247,Electronics
CUST03909,Female,48,Makassar,40.9,29,60,9,141,Home & Living
CUST03910,Male,47,Bandung,59.4,69,14,32,367,Fashion
CUST03911,Male,44,Bandung,73.3,57,13,30,628,Electronics
CUST03912,Male,46,Semarang,43.3,39,58,9,138,Home & Living
CUST03913,Female,30,Yogyakarta,80.5,96,16,47,949,Beauty
CUST03914,Male,63,Jakarta,28.4,8,96,3,30,Beauty
CUST03915,Male,45,Makassar,53.1,30,53,9,231,Electronics
CUST03916,Male,27,Bandung,92.1,90,3,46,854,Food & Beverage
CUST03917,Male,45,Medan,42.0,40,55,12,319,Home & Living
CUST03918,Female,57,Makassar,20.7,23,98,1,10,Electronics
CUST03919,Female,62,Surabaya,16.4,13,92,2,25,Fashion
CUST03920,Female,22,Makassar,90.4,87,1,42,837,Electronics
CUST03921,Female,45,Medan,68.6,58,16,35,289,Fashion
CUST03922,Female,38,Surabaya,64.8,71,10,30,536,Home & Living
CUST03923,Female,28,Yogyakarta,98.2,82,9,48,989,Beauty
CUST03924,Female,63,Jakarta,16.1,14,98,2,124,Home & Living
CUST03925,Female,59,Medan,17.2,16,94,1,18,Fashion
CUST03926,Female,42,Jakarta,65.2,61,19,30,415,Electronics
CUST03927,Female,61,Jakarta,27.1,8,98,3,14,Beauty
CUST03928,Female,35,Jakarta,73.6,59,18,28,342,Home & Living
CUST03929,Female,63,Yogyakarta,19.9,14,96,2,10,Home & Living
CUST03930,Male,42,Bandung,67.6,59,14,30,558,Fashion
CUST03931,Female,39,Surabaya,65.7,57,14,28,405,Food & Beverage
CUST03932,Male,50,Surabaya,39.5,40,51,11,375,Beauty
CUST03933,Female,46,Makassar,68.1,62,11,33,599,Beauty
CUST03934,Male,43,Bandung,70.8,63,18,30,545,Fashion
CUST03935,Female,22,Jakarta,29.4,52,9,3,40,Sports
CUST03936,Female,52,Makassar,45.3,41,55,8,162,Fashion
CUST03937,Female,45,Bandung,45.4,38,67,15,481,Food & Beverage
CUST03938,Female,61,Jakarta,20.1,15,97,3,167,Home & Living
CUST03939,Female,61,Semarang,16.6,8,97,3,10,Fashion
CUST03940,Male,58,Bandung,24.4,19,97,8,10,Fashion
CUST03941,Male,25,Jakarta,89.9,89,1,46,911,Sports
CUST03942,Female,55,Medan,25.0,6,92,1,10,Electronics
CUST03943,Male,27,Medan,99.6,85,3,44,917,Electronics
CUST03944,Female,38,Palembang,75.2,58,7,32,494,Sports
CUST03945,Male,59,Surabaya,11.3,20,88,6,108,Beauty
CUST03946,Male,47,Bandung,68.9,57,11,29,525,Beauty
CUST03947,Male,46,Surabaya,49.8,36,60,7,77,Fashion
CUST03948,Female,61,Surabaya,16.0,14,95,1,97,Fashion
CUST03949,Female,43,Bandung,48.7,35,54,9,156,Beauty
CUST03950,Female,25,Semarang,29.3,48,6,6,202,Sports
CUST03951,Male,63,Medan,21.7,6,91,3,10,Electronics
CUST03952,Male,56,Jakarta,20.8,14,95,1,10,Fashion
CUST03953,Male,26,Yogyakarta,98.3,87,2,48,744,Fashion
CUST03954,Female,65,Semarang,15.4,14,95,5,59,Home & Living
CUST03955,Male,44,Bandung,49.9,38,53,6,178,Food & Beverage
CUST03956,Female,58,Jakarta,21.0,9,97,4,133,Electronics
CUST03957,Female,46,Jakarta,66.1,54,18,26,365,Electronics
CUST03958,Female,22,Surabaya,93.5,91,3,48,699,Fashion
CUST03959,Male,47,Yogyakarta,66.5,56,9,31,585,Home & Living
CUST03960,Male,48,Jakarta,59.3,31,54,8,309,Home & Living
CUST03961,Male,26,Medan,103.8,91,3,43,922,Home & Living
CUST03962,Male,51,Medan,46.5,41,56,12,74,Home & Living
CUST03963,Male,48,Jakarta,47.1,35,53,12,104,Fashion
CUST03964,Male,42,Semarang,66.4,61,13,31,512,Food & Beverage
CUST03965,Male,41,Bandung,49.7,39,62,12,110,Electronics
CUST03966,Female,26,Bandung,27.4,58,9,5,132,Electronics
