CustomerID,Gender,Age,City,AnnualIncome_juta,SpendingScore,Recency_hari,Frequency_bulan,MonetaryValue_ribu,PreferredCategory,Cluster_KMeans,Cluster_Agg,Segment
CUST03126,Male,65,Jakarta,16.4,4,88,7,89,Fashion,0,0,Champions
CUST03127,Female,32,Medan,93.4,81,9,44,885,Food & Beverage,2,3,At Risk
CUST03128,Female,24,Semarang,37.5,56,11,4,195,Electronics,3,2,New Customers
CUST03129,Male,60,Surabaya,18.0,12,95,3,81,Food & Beverage,0,0,Champions
CUST03130,Male,25,Medan,32.1,51,13,5,286,Home & Living,3,2,New Customers
CUST03131,Male,46,Medan,47.4,32,58,12,322,Home & Living,4,1,Lost Customers
CUST03132,Male,45,Medan,52.0,38,53,8,214,Sports,4,1,Lost Customers
CUST03133,Female,69,Medan,12.9,2,99,7,10,Electronics,0,0,Champions
CUST03134,Male,20,Semarang,28.3,48,12,5,97,Electronics,3,2,New Customers
CUST03135,Female,27,Semarang,23.5,51,4,3,119,Sports,3,2,New Customers
CUST03136,Male,26,Bandung,104.6,95,1,50,978,Food & Beverage,2,3,At Risk
CUST03137,Female,20,Yogyakarta,23.7,44,6,4,151,Food & Beverage,3,2,New Customers
CUST03138,Female,65,Semarang,30.2,7,99,1,57,Fashion,0,0,Champions
CUST03139,Male,26,Yogyakarta,31.7,47,13,3,190,Fashion,3,2,New Customers
CUST03140,Male,42,Bandung,70.2,62,19,32,481,Fashion,1,4,Loyal Customers
CUST03141,Male,43,Semarang,65.3,58,12,34,357,Food & Beverage,1,4,Loyal Customers
CUST03142,Male,45,Makassar,65.6,60,7,31,492,Electronics,1,4,Loyal Customers
CUST03143,Female,48,Bandung,69.2,61,12,27,519,Food & Beverage,1,4,Loyal Customers
CUST03144,Male,46,Makassar,47.1,31,58,10,225,Electronics,4,1,Lost Customers
CUST03145,Male,49,Semarang,50.1,33,62,14,203,Home & Living,4,1,Lost Customers
CUST03146,Male,32,Semarang,96.2,83,1,43,821,Sports,2,3,At Risk
CUST03147,Female,61,Yogyakarta,29.7,10,98,4,81,Electronics,0,0,Champions
CUST03148,Male,65,Surabaya,20.8,17,96,2,94,Fashion,0,0,Champions
CUST03149,Male,60,Medan,15.8,17,98,1,85,Food & Beverage,0,0,Champions
CUST03150,Female,28,Surabaya,103.6,89,7,45,864,Food & Beverage,2,3,At Risk
CUST03151,Female,56,Bandung,23.0,9,95,3,84,Beauty,0,0,Champions
CUST03152,Female,24,Bandung,33.7,47,8,1,149,Electronics,3,2,New Customers
CUST03153,Male,23,Bandung,96.7,89,2,48,708,Food & Beverage,2,3,At Risk
CUST03154,Female,63,Jakarta,13.6,15,95,1,10,Sports,0,0,Champions
CUST03155,Female,42,Medan,48.2,31,58,7,200,Home & Living,4,1,Lost Customers
CUST03156,Female,57,Semarang,17.9,11,96,1,213,Fashion,0,0,Champions
CUST03157,Male,24,Surabaya,23.4,49,1,3,167,Electronics,3,2,New Customers
CUST03158,Male,49,Jakarta,46.7,34,54,9,382,Fashion,4,1,Lost Customers
CUST03159,Female,43,Surabaya,42.6,32,57,15,265,Fashion,4,1,Lost Customers
CUST03160,Male,30,Semarang,101.6,91,2,44,958,Electronics,2,3,At Risk
CUST03161,Male,29,Jakarta,97.8,90,1,44,814,Food & Beverage,2,3,At Risk
CUST03162,Female,46,Medan,70.8,57,18,31,356,Home & Living,1,4,Loyal Customers
CUST03163,Female,43,Makassar,70.4,62,12,33,484,Food & Beverage,1,4,Loyal Customers
CUST03164,Female,35,Makassar,94.4,86,4,39,768,Electronics,2,3,At Risk
CUST03165,Female,48,Palembang,35.5,37,57,8,261,Sports,4,1,Lost Customers
CUST03166,Male,43,Semarang,70.7,61,17,32,601,Electronics,1,4,Loyal Customers
CUST03167,Male,57,Jakarta,13.4,14,95,4,10,Food & Beverage,0,0,Champions
CUST03168,Female,56,Surabaya,16.6,12,86,4,86,Home & Living,0,0,Champions
CUST03169,Female,23,Jakarta,33.8,51,5,1,70,Fashion,3,2,New Customers
CUST03170,Male,51,Surabaya,41.2,32,61,10,274,Fashion,4,1,Lost Customers
CUST03171,Female,52,Medan,47.5,30,55,12,238,Fashion,4,1,Lost Customers
CUST03172,Male,27,Surabaya,96.4,82,3,45,899,Food & Beverage,2,3,At Risk
CUST03173,Male,42,Jakarta,59.2,34,61,11,212,Food & Beverage,4,1,Lost Customers
CUST03174,Male,22,Semarang,92.5,90,3,44,934,Electronics,2,3,At Risk
CUST03175,Female,50,Jakarta,51.8,36,57,14,230,Beauty,4,1,Lost Customers
CUST03176,Male,44,Yogyakarta,71.4,60,17,34,476,Fashion,1,4,Loyal Customers
CUST03177,Male,53,Medan,21.5,14,95,8,10,Fashion,0,0,Champions
CUST03178,Male,25,Semarang,31.2,49,1,4,150,Home & Living,3,2,New Customers
CUST03179,Female,36,Makassar,92.7,83,1,44,899,Food & Beverage,2,3,At Risk
CUST03180,Male,21,Medan,31.7,55,16,4,260,Electronics,3,2,New Customers
CUST03181,Male,19,Semarang,32.1,49,9,6,192,Beauty,3,2,New Customers
CUST03182,Female,61,Semarang,14.3,6,97,1,35,Beauty,0,0,Champions
CUST03183,Male,57,Bandung,22.4,10,101,6,10,Food & Beverage,0,0,Champions
CUST03184,Female,46,Jakarta,49.0,39,60,8,208,Food & Beverage,4,1,Lost Customers
CUST03185,Female,57,Palembang,21.2,21,90,1,179,Home & Living,0,0,Champions
CUST03186,Female,49,Jakarta,41.2,37,52,13,348,Fashion,4,1,Lost Customers
CUST03187,Male,27,Jakarta,95.2,89,4,45,966,Home & Living,2,3,At Risk
CUST03188,Male,44,Yogyakarta,74.7,62,7,23,410,Electronics,1,4,Loyal Customers
CUST03189,Male,26,Bandung,30.4,47,11,4,204,Fashion,3,2,New Customers
CUST03190,Male,26,Surabaya,37.2,57,4,5,171,Food & Beverage,3,2,New Customers
CUST03191,Female,40,Yogyakarta,73.0,63,12,33,408,Food & Beverage,1,4,Loyal Customers
CUST03192,Female,28,Makassar,33.1,50,4,4,272,Electronics,3,2,New Customers
CUST03193,Female,42,Bandung,57.7,39,57,9,180,Home & Living,4,1,Lost Customers
CUST03194,Female,23,Palembang,38.8,54,14,5,162,Electronics,3,2,New Customers
CUST03195,Male,24,Jakarta,36.2,53,7,7,249,Home & Living,3,2,New Customers
CUST03196,Male,27,Yogyakarta,25.2,52,5,2,221,Beauty,3,2,New Customers
CUST03197,Female,19,Bandung,26.6,47,4,4,173,Sports,3,2,New Customers
CUST03198,Female,46,Bandung,42.2,29,64,10,157,Food & Beverage,4,1,Lost Customers
CUST03199,Male,61,Bandung,14.0,8,96,2,36,Home & Living,0,0,Champions
CUST03200,Female,33,Bandung,96.4,85,1,45,921,Electronics,2,3,At Risk
CUST03201,Male,47,Bandung,48.5,38,59,13,227,Fashion,4,1,Lost Customers
CUST03202,Male,40,Palembang,62.3,62,11,29,437,Electronics,1,4,Loyal Customers
CUST03203,Female,43,Jakarta,71.1,58,13,23,422,Home & Living,1,4,Loyal Customers
CUST03204,Female,34,Bandung,102.5,86,1,44,934,Home & Living,2,3,At Risk
CUST03205,Female,28,Surabaya,27.7,51,5,5,135,Fashion,3,2,New Customers
CUST03206,Male,61,Jakarta,18.1,18,93,3,46,Food & Beverage,0,0,Champions
CUST03207,Female,62,Yogyakarta,23.4,17,101,5,10,Home & Living,0,0,Champions
CUST03208,Female,29,Surabaya,97.6,94,7,46,882,Home & Living,2,3,At Risk
CUST03209,Female,33,Bandung,104.9,85,5,42,820,Fashion,2,3,At Risk
CUST03210,Female,26,Yogyakarta,28.6,49,5,4,258,Fashion,3,2,New Customers
CUST03211,Female,41,Bandung,49.5,35,52,8,160,Electronics,4,1,Lost Customers
CUST03212,Male,62,Surabaya,25.6,12,96,2,10,Electronics,0,0,Champions
CUST03213,Female,43,Jakarta,48.3,31,57,8,257,Fashion,4,1,Lost Customers
CUST03214,Male,64,Medan,21.6,5,99,1,54,Food & Beverage,0,0,Champions
CUST03215,Male,19,Yogyakarta,27.7,53,14,4,178,Sports,3,2,New Customers
CUST03216,Female,49,Jakarta,50.8,38,61,11,246,Food & Beverage,4,1,Lost Customers
CUST03217,Female,58,Bandung,17.8,16,90,4,57,Electronics,0,0,Champions
CUST03218,Male,31,Medan,99.0,86,8,44,1034,Electronics,2,3,At Risk
CUST03219,Female,65,Jakarta,17.9,9,99,1,40,Fashion,0,0,Champions
CUST03220,Female,42,Jakarta,67.3,62,12,28,354,Beauty,1,4,Loyal Customers
CUST03221,Female,44,Jakarta,63.8,61,16,34,514,Home & Living,1,4,Loyal Customers
CUST03222,Male,60,Jakarta,15.1,9,93,1,10,Food & Beverage,0,0,Champions
CUST03223,Female,63,Surabaya,11.3,21,96,2,98,Sports,0,0,Champions
CUST03224,Male,60,Surabaya,15.1,10,100,2,66,Electronics,0,0,Champions
CUST03225,Male,48,Bandung,46.5,34,58,7,189,Fashion,4,1,Lost Customers
CUST03226,Female,25,Bandung,32.0,54,13,6,108,Electronics,3,2,New Customers
CUST03227,Male,61,Jakarta,15.8,18,94,6,23,Beauty,0,0,Champions
CUST03228,Female,60,Medan,23.1,14,95,3,26,Electronics,0,0,Champions
CUST03229,Female,23,Semarang,37.0,58,6,3,144,Sports,3,2,New Customers
CUST03230,Male,30,Jakarta,98.6,92,3,41,911,Food & Beverage,2,3,At Risk
CUST03231,Male,25,Jakarta,93.8,86,1,49,994,Sports,2,3,At Risk
CUST03232,Female,43,Surabaya,65.1,57,15,31,568,Food & Beverage,1,4,Loyal Customers
CUST03233,Female,49,Surabaya,50.4,34,53,11,133,Fashion,4,1,Lost Customers
CUST03234,Male,50,Surabaya,48.2,37,65,11,83,Food & Beverage,4,1,Lost Customers
CUST03235,Male,45,Jakarta,37.8,33,54,9,293,Beauty,4,1,Lost Customers
CUST03236,Male,66,Jakarta,24.6,17,94,1,83,Fashion,0,0,Champions
CUST03237,Female,26,Surabaya,31.6,55,3,2,129,Beauty,3,2,New Customers
CUST03238,Female,29,Semarang,91.7,84,1,48,993,Beauty,2,3,At Risk
CUST03239,Female,44,Jakarta,66.5,69,16,33,447,Fashion,1,4,Loyal Customers
CUST03240,Female,23,Surabaya,41.9,43,7,3,300,Sports,3,2,New Customers
CUST03241,Female,49,Jakarta,67.1,63,21,32,480,Electronics,1,4,Loyal Customers
CUST03242,Female,58,Semarang,17.9,18,90,4,250,Beauty,0,0,Champions
CUST03243,Male,23,Surabaya,38.1,50,7,4,270,Electronics,3,2,New Customers
CUST03244,Male,42,Surabaya,67.5,58,18,32,519,Home & Living,1,4,Loyal Customers
CUST03245,Female,61,Yogyakarta,22.7,13,97,1,143,Sports,0,0,Champions
CUST03246,Female,59,Medan,16.9,15,100,2,55,Electronics,0,0,Champions
CUST03247,Female,50,Makassar,52.5,36,60,8,181,Electronics,4,1,Lost Customers
CUST03248,Female,28,Medan,94.2,89,1,44,954,Fashion,2,3,At Risk
CUST03249,Female,28,Palembang,35.7,41,7,1,171,Fashion,3,2,New Customers
CUST03250,Male,26,Bandung,97.1,94,4,46,1013,Electronics,2,3,At Risk
CUST03251,Female,19,Jakarta,27.0,50,10,2,254,Food & Beverage,3,2,New Customers
CUST03252,Female,61,Medan,20.4,22,92,1,37,Home & Living,0,0,Champions
CUST03253,Male,48,Makassar,40.3,41,55,10,402,Beauty,4,1,Lost Customers
CUST03254,Female,48,Palembang,67.5,55,11,30,393,Fashion,1,4,Loyal Customers
CUST03255,Male,44,Medan,73.6,56,18,35,358,Fashion,1,4,Loyal Customers
CUST03256,Male,21,Makassar,34.8,52,3,6,100,Electronics,3,2,New Customers
CUST03257,Female,45,Semarang,48.3,20,53,8,169,Home & Living,4,1,Lost Customers
CUST03258,Male,32,Semarang,97.6,87,1,47,984,Electronics,2,3,At Risk
CUST03259,Male,43,Medan,68.5,61,10,29,624,Food & Beverage,1,4,Loyal Customers
CUST03260,Male,64,Surabaya,30.2,18,95,1,65,Food & Beverage,0,0,Champions
CUST03261,Male,43,Jakarta,63.5,65,17,35,474,Electronics,1,4,Loyal Customers
CUST03262,Male,57,Semarang,23.7,17,95,3,10,Food & Beverage,0,0,Champions
CUST03263,Female,46,Makassar,78.5,64,19,30,553,Electronics,1,4,Loyal Customers
CUST03264,Female,26,Semarang,35.0,56,11,3,246,Electronics,3,2,New Customers
CUST03265,Female,67,Jakarta,23.0,12,96,1,120,Electronics,0,0,Champions
CUST03266,Female,53,Jakarta,51.3,44,60,8,349,Electronics,4,1,Lost Customers
CUST03267,Female,42,Jakarta,66.5,63,18,32,426,Food & Beverage,1,4,Loyal Customers
CUST03268,Female,58,Makassar,22.7,4,100,6,143,Home & Living,0,0,Champions
CUST03269,Male,42,Medan,64.3,63,10,26,436,Electronics,1,4,Loyal Customers
CUST03270,Male,45,Medan,50.3,37,59,9,231,Food & Beverage,4,1,Lost Customers
CUST03271,Female,61,Jakarta,23.2,15,93,6,10,Fashion,0,0,Champions
CUST03272,Male,45,Jakarta,44.5,29,63,9,139,Food & Beverage,4,1,Lost Customers
CUST03273,Male,59,Semarang,12.6,10,93,1,168,Electronics,0,0,Champions
CUST03274,Female,51,Makassar,75.5,60,8,29,532,Electronics,1,4,Loyal Customers
CUST03275,Female,61,Surabaya,15.9,13,94,2,41,Fashion,0,0,Champions
CUST03276,Female,28,Makassar,31.4,47,4,3,219,Electronics,3,2,New Customers
CUST03277,Female,28,Surabaya,99.6,87,1,44,875,Home & Living,2,3,At Risk
CUST03278,Male,40,Makassar,48.7,36,56,9,203,Home & Living,4,1,Lost Customers
CUST03279,Female,32,Jakarta,87.5,89,1,44,786,Electronics,2,3,At Risk
CUST03280,Female,42,Surabaya,71.8,60,13,30,495,Fashion,1,4,Loyal Customers
CUST03281,Female,62,Semarang,22.0,11,101,3,28,Electronics,0,0,Champions
CUST03282,Female,40,Surabaya,69.8,58,17,29,438,Home & Living,1,4,Loyal Customers
CUST03283,Female,51,Jakarta,48.4,35,55,10,310,Electronics,4,1,Lost Customers
CUST03284,Male,54,Jakarta,14.1,15,88,1,69,Fashion,0,0,Champions
CUST03285,Female,42,Palembang,64.2,56,18,28,535,Electronics,1,4,Loyal Customers
CUST03286,Female,59,Medan,21.8,12,98,1,151,Home & Living,0,0,Champions
CUST03287,Male,41,Jakarta,69.7,58,9,28,463,Electronics,1,4,Loyal Customers
CUST03288,Male,42,Medan,77.6,58,13,27,490,Fashion,1,4,Loyal Customers
CUST03289,Female,64,Medan,26.4,12,96,3,237,Electronics,0,0,Champions
CUST03290,Female,48,Surabaya,64.0,62,16,35,588,Sports,1,4,Loyal Customers
CUST03291,Male,44,Medan,65.1,64,14,33,495,Home & Living,1,4,Loyal Customers
CUST03292,Female,32,Jakarta,99.7,90,8,49,916,Electronics,2,3,At Risk
CUST03293,Male,26,Surabaya,96.4,85,5,46,935,Fashion,2,3,At Risk
CUST03294,Female,27,Jakarta,100.2,90,14,41,985,Food & Beverage,2,3,At Risk
CUST03295,Female,30,Yogyakarta,90.1,88,4,43,937,Electronics,2,3,At Risk
CUST03296,Female,28,Yogyakarta,95.2,96,4,47,920,Electronics,2,3,At Risk
CUST03297,Female,64,Jakarta,22.2,13,95,8,10,Food & Beverage,0,0,Champions
CUST03298,Female,32,Semarang,95.8,89,1,44,880,Beauty,2,3,At Risk
CUST03299,Female,33,Makassar,95.0,87,1,44,1018,Food & Beverage,2,3,At Risk
CUST03300,Male,26,Surabaya,33.1,44,10,3,156,Food & Beverage,3,2,New Customers
CUST03301,Female,48,Makassar,65.4,56,17,29,531,Food & Beverage,1,4,Loyal Customers
CUST03302,Male,23,Bandung,28.4,45,5,4,216,Fashion,3,2,New Customers
CUST03303,Female,27,Semarang,29.0,52,3,3,268,Electronics,3,2,New Customers
CUST03304,Male,29,Semarang,97.4,93,1,43,917,Electronics,2,3,At Risk
CUST03305,Female,66,Bandung,25.0,10,95,1,10,Fashion,0,0,Champions
CUST03306,Female,46,Bandung,48.5,29,63,9,197,Fashion,4,1,Lost Customers
CUST03307,Male,24,Surabaya,27.2,52,2,1,295,Food & Beverage,3,2,New Customers
CUST03308,Male,41,Surabaya,60.8,60,18,33,413,Fashion,1,4,Loyal Customers
CUST03309,Male,36,Surabaya,62.6,50,14,32,583,Food & Beverage,1,4,Loyal Customers
CUST03310,Male,26,Jakarta,28.9,47,8,7,130,Beauty,3,2,New Customers
CUST03311,Female,57,Bandung,23.3,13,89,1,89,Electronics,0,0,Champions
CUST03312,Female,62,Medan,17.7,16,89,2,156,Fashion,0,0,Champions
CUST03313,Male,46,Palembang,61.4,59,17,30,319,Electronics,1,4,Loyal Customers
CUST03314,Female,31,Surabaya,97.7,87,1,42,885,Beauty,2,3,At Risk
CUST03315,Male,33,Surabaya,97.8,85,1,44,838,Food & Beverage,2,3,At Risk
CUST03316,Male,31,Bandung,98.6,81,1,48,970,Beauty,2,3,At Risk
CUST03317,Male,47,Makassar,66.2,58,21,31,465,Home & Living,1,4,Loyal Customers
CUST03318,Female,49,Surabaya,62.1,62,10,33,401,Electronics,1,4,Loyal Customers
CUST03319,Male,62,Jakarta,23.9,7,96,1,110,Beauty,0,0,Champions
CUST03320,Female,42,Bandung,63.0,69,8,32,416,Fashion,1,4,Loyal Customers
CUST03321,Female,63,Jakarta,20.8,18,93,1,127,Home & Living,0,0,Champions
CUST03322,Male,33,Medan,93.7,84,5,40,895,Food & Beverage,2,3,At Risk
CUST03323,Female,60,Makassar,24.2,13,91,1,10,Home & Living,0,0,Champions
CUST03324,Male,29,Jakarta,86.2,88,8,43,778,Food & Beverage,2,3,At Risk
CUST03325,Female,63,Jakarta,18.0,14,98,3,97,Sports,0,0,Champions
CUST03326,Female,24,Bandung,26.9,43,5,1,192,Food & Beverage,3,2,New Customers
CUST03327,Female,42,Makassar,45.9,40,60,8,227,Electronics,4,1,Lost Customers
CUST03328,Female,26,Bandung,101.3,93,7,46,917,Fashion,2,3,At Risk
CUST03329,Female,24,Semarang,30.3,46,9,5,52,Sports,3,2,New Customers
CUST03330,Male,46,Surabaya,66.4,63,16,28,449,Home & Living,1,4,Loyal Customers
CUST03331,Male,44,Surabaya,55.0,35,59,10,372,Food & Beverage,4,1,Lost Customers
CUST03332,Female,52,Jakarta,41.1,34,62,4,205,Electronics,4,1,Lost Customers
CUST03333,Female,43,Jakarta,39.5,35,61,8,253,Electronics,4,1,Lost Customers
CUST03334,Female,42,Semarang,48.8,33,59,12,435,Home & Living,4,1,Lost Customers
CUST03335,Female,26,Jakarta,39.7,53,7,5,66,Home & Living,3,2,New Customers
CUST03336,Male,45,Surabaya,53.8,39,58,7,267,Fashion,4,1,Lost Customers
CUST03337,Female,45,Bandung,66.1,56,17,27,402,Sports,1,4,Loyal Customers
CUST03338,Female,62,Surabaya,17.5,14,101,1,216,Home & Living,0,0,Champions
CUST03339,Female,25,Makassar,31.7,53,7,7,140,Beauty,3,2,New Customers
CUST03340,Female,45,Surabaya,64.9,55,20,33,506,Electronics,1,4,Loyal Customers
CUST03341,Male,38,Surabaya,77.4,58,14,32,486,Food & Beverage,1,4,Loyal Customers
CUST03342,Male,61,Jakarta,15.6,14,96,2,10,Home & Living,0,0,Champions
CUST03343,Male,35,Jakarta,94.0,91,5,44,698,Home & Living,2,3,At Risk
CUST03344,Male,52,Surabaya,55.9,41,52,6,221,Home & Living,4,1,Lost Customers
CUST03345,Male,44,Surabaya,68.1,64,11,27,490,Food & Beverage,1,4,Loyal Customers
CUST03346,Male,42,Semarang,63.1,58,16,28,510,Home & Living,1,4,Loyal Customers
CUST03347,Male,51,Palembang,51.7,31,57,11,120,Electronics,4,1,Lost Customers
CUST03348,Male,36,Bandung,98.9,96,5,41,895,Home & Living,2,3,At Risk
CUST03349,Male,41,Semarang,66.3,57,11,29,522,Fashion,1,4,Loyal Customers
CUST03350,Male,24,Jakarta,95.1,86,1,49,906,Home & Living,2,3,At Risk
CUST03351,Female,60,Yogyakarta,28.0,15,89,1,10,Home & Living,0,0,Champions
CUST03352,Male,64,Makassar,24.2,25,100,2,91,Fashion,0,0,Champions
CUST03353,Female,45,Medan,66.5,55,11,31,603,Home & Living,1,4,Loyal Customers
CUST03354,Female,27,Surabaya,95.7,85,4,48,997,Fashion,2,3,At Risk
CUST03355,Male,29,Jakarta,86.5,86,13,47,779,Home & Living,2,3,At Risk
CUST03356,Female,25,Palembang,98.8,94,2,43,778,Electronics,2,3,At Risk
CUST03357,Female,48,Semarang,51.8,37,62,10,291,Electronics,4,1,Lost Customers
CUST03358,Male,50,Jakarta,49.7,35,57,7,164,Food & Beverage,4,1,Lost Customers
CUST03359,Male,63,Bandung,22.0,15,92,4,10,Electronics,0,0,Champions
CUST03360,Male,43,Medan,51.4,38,61,12,158,Beauty,4,1,Lost Customers
CUST03361,Female,53,Bandung,20.1,17,95,6,125,Electronics,0,0,Champions
CUST03362,Male,52,Bandung,52.9,33,55,9,330,Food & Beverage,4,1,Lost Customers
CUST03363,Male,44,Bandung,62.9,54,11,28,556,Home & Living,1,4,Loyal Customers
CUST03364,Female,26,Makassar,38.2,51,6,8,138,Electronics,3,2,New Customers
CUST03365,Male,23,Makassar,30.9,51,7,9,257,Beauty,3,2,New Customers
CUST03366,Female,60,Palembang,26.6,7,100,1,10,Home & Living,0,0,Champions
CUST03367,Female,18,Jakarta,25.3,51,12,5,335,Home & Living,3,2,New Customers
CUST03368,Male,23,Jakarta,85.6,82,10,46,862,Electronics,2,3,At Risk
CUST03369,Male,30,Medan,92.9,97,9,46,901,Fashion,2,3,At Risk
CUST03370,Female,57,Semarang,18.4,15,95,2,10,Food & Beverage,0,0,Champions
CUST03371,Female,22,Surabaya,30.7,49,1,5,223,Electronics,3,2,New Customers
CUST03372,Male,40,Palembang,62.5,60,19,30,477,Beauty,1,4,Loyal Customers
CUST03373,Female,59,Makassar,19.5,12,92,7,60,Fashion,0,0,Champions
CUST03374,Female,50,Bandung,45.3,24,48,14,299,Beauty,4,1,Lost Customers
CUST03375,Female,48,Semarang,44.4,38,56,11,200,Beauty,4,1,Lost Customers
CUST03376,Male,23,Bandung,40.3,46,10,1,250,Food & Beverage,3,2,New Customers
CUST03377,Female,45,Jakarta,72.5,60,20,31,261,Electronics,1,4,Loyal Customers
CUST03378,Female,57,Jakarta,20.5,9,97,2,74,Fashion,0,0,Champions
CUST03379,Female,57,Surabaya,19.1,3,94,1,131,Food & Beverage,0,0,Champions
CUST03380,Female,42,Yogyakarta,62.8,64,18,32,484,Fashion,1,4,Loyal Customers
CUST03381,Male,30,Surabaya,97.3,87,1,51,755,Electronics,2,3,At Risk
CUST03382,Female,28,Yogyakarta,100.1,90,9,42,818,Electronics,2,3,At Risk
CUST03383,Female,45,Semarang,64.8,66,6,29,498,Fashion,1,4,Loyal Customers
CUST03384,Male,44,Medan,45.9,37,59,13,322,Fashion,4,1,Lost Customers
CUST03385,Male,27,Yogyakarta,93.6,91,1,42,870,Beauty,2,3,At Risk
CUST03386,Female,64,Jakarta,19.8,15,92,1,18,Fashion,0,0,Champions
CUST03387,Male,64,Jakarta,20.5,12,96,1,10,Sports,0,0,Champions
CUST03388,Male,26,Semarang,100.4,92,1,43,919,Sports,2,3,At Risk
CUST03389,Female,26,Yogyakarta,95.3,94,10,46,914,Electronics,2,3,At Risk
CUST03390,Male,25,Surabaya,36.8,47,6,6,176,Electronics,3,2,New Customers
CUST03391,Female,50,Jakarta,49.3,35,60,12,133,Electronics,4,1,Lost Customers
CUST03392,Male,45,Semarang,67.6,61,13,27,516,Fashion,1,4,Loyal Customers
CUST03393,Female,39,Surabaya,59.6,61,9,31,357,Fashion,1,4,Loyal Customers
CUST03394,Female,52,Medan,39.5,34,62,11,244,Food & Beverage,4,1,Lost Customers
CUST03395,Female,47,Jakarta,43.4,35,60,10,240,Home & Living,4,1,Lost Customers
CUST03396,Female,26,Medan,97.6,89,10,48,891,Food & Beverage,2,3,At Risk
CUST03397,Female,28,Bandung,87.7,93,4,44,1039,Fashion,2,3,At Risk
CUST03398,Male,48,Jakarta,38.8,26,63,13,214,Home & Living,4,1,Lost Customers
CUST03399,Male,42,Jakarta,61.4,68,18,30,648,Fashion,1,4,Loyal Customers
CUST03400,Female,46,Bandung,47.1,42,56,10,110,Fashion,4,1,Lost Customers
CUST03401,Male,24,Jakarta,32.5,46,7,8,87,Fashion,3,2,New Customers
CUST03402,Female,46,Yogyakarta,52.7,36,60,9,129,Fashion,4,1,Lost Customers
CUST03403,Male,50,Jakarta,57.3,29,52,12,101,Home & Living,4,1,Lost Customers
CUST03404,Female,49,Semarang,46.9,38,58,8,289,Electronics,4,1,Lost Customers
CUST03405,Male,46,Surabaya,71.7,68,12,33,512,Home & Living,1,4,Loyal Customers
CUST03406,Female,42,Yogyakarta,64.9,60,16,30,546,Sports,1,4,Loyal Customers
CUST03407,Female,60,Jakarta,28.3,13,98,4,35,Fashion,0,0,Champions
CUST03408,Female,62,Semarang,20.5,11,99,1,47,Home & Living,0,0,Champions
CUST03409,Female,37,Palembang,56.6,67,3,27,431,Food & Beverage,1,4,Loyal Customers
CUST03410,Female,46,Palembang,61.7,56,15,29,419,Fashion,1,4,Loyal Customers
CUST03411,Male,52,Surabaya,17.2,7,100,4,10,Electronics,0,0,Champions
CUST03412,Female,52,Surabaya,75.2,54,11,29,711,Sports,1,4,Loyal Customers
CUST03413,Female,62,Jakarta,20.3,12,99,4,12,Home & Living,0,0,Champions
CUST03414,Female,45,Surabaya,62.2,52,1,29,545,Food & Beverage,1,4,Loyal Customers
CUST03415,Female,52,Medan,48.0,40,58,10,242,Sports,4,1,Lost Customers
CUST03416,Male,28,Jakarta,95.3,89,6,41,995,Fashion,2,3,At Risk
CUST03417,Male,45,Medan,40.3,36,60,12,300,Electronics,4,1,Lost Customers
CUST03418,Female,26,Jakarta,26.7,54,5,1,130,Fashion,3,2,New Customers
CUST03419,Male,18,Medan,33.7,50,4,2,299,Electronics,3,2,New Customers
CUST03420,Female,34,Makassar,97.5,84,5,42,930,Sports,2,3,At Risk
CUST03421,Female,43,Surabaya,43.6,30,59,12,162,Home & Living,4,1,Lost Customers
CUST03422,Male,45,Surabaya,70.9,58,15,29,520,Food & Beverage,1,4,Loyal Customers
CUST03423,Female,43,Semarang,52.3,35,59,11,270,Beauty,4,1,Lost Customers
CUST03424,Male,47,Makassar,61.6,65,14,32,510,Food & Beverage,1,4,Loyal Customers
CUST03425,Female,60,Palembang,25.7,7,100,3,10,Electronics,0,0,Champions
CUST03426,Female,22,Bandung,31.8,47,2,4,275,Electronics,3,2,New Customers
CUST03427,Female,26,Makassar,98.9,86,5,45,824,Food & Beverage,2,3,At Risk
CUST03428,Female,49,Jakarta,42.0,34,58,11,238,Beauty,4,1,Lost Customers
CUST03429,Female,43,Jakarta,75.3,59,20,28,508,Electronics,1,4,Loyal Customers
CUST03430,Female,59,Makassar,22.0,9,99,1,145,Home & Living,0,0,Champions
CUST03431,Male,24,Surabaya,34.0,50,2,2,102,Electronics,3,2,New Customers
CUST03432,Female,45,Jakarta,68.3,62,13,29,366,Fashion,1,4,Loyal Customers
CUST03433,Male,49,Surabaya,46.6,30,58,9,322,Electronics,4,1,Lost Customers
CUST03434,Female,42,Bandung,61.0,54,11,32,510,Food & Beverage,1,4,Loyal Customers
CUST03435,Female,55,Surabaya,18.0,9,101,1,159,Electronics,0,0,Champions
CUST03436,Male,31,Jakarta,93.6,89,13,43,937,Beauty,2,3,At Risk
CUST03437,Male,25,Jakarta,33.5,47,13,10,209,Sports,3,2,New Customers
CUST03438,Male,57,Semarang,32.3,16,90,1,33,Electronics,0,0,Champions
CUST03439,Female,21,Yogyakarta,24.9,54,7,3,243,Food & Beverage,3,2,New Customers
CUST03440,Male,48,Jakarta,42.0,30,58,13,226,Home & Living,4,1,Lost Customers
CUST03441,Male,61,Surabaya,22.4,12,93,1,68,Electronics,0,0,Champions
